HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
69230   8.55    212.612167  27.632708   20.58   21.39   -42.07  1.03    0.650
69249   11.23   212.643766  -28.440381  21.02   202.27  -180.55 2.48    1.250
69340   6.42    212.880325  1.362323    21.78   -128.36 31.08   0.85    0.479
69345   10.46   212.892977  26.195400   22.05   -49.79  160.62  1.70    1.160
69483   4.53    213.370625  51.789991   21.03   61.39   -10.57  0.83    0.233
69488   9.15    213.404616  55.369835   23.89   -241.85 -20.37  1.13    0.958
69528   8.09    213.498804  -20.207982  20.78   -219.90 -27.18  1.23    0.561
69564   6.36    213.589533  -5.947920   24.09   -306.24 83.58   1.07    0.593
69569   6.23    213.598189  41.519015   22.40   -22.87  -106.25 0.63    1.071
69653   7.03    213.831281  3.131235    23.46   -203.70 60.96   1.93    0.570
69699   6.68    213.999533  56.689372   21.01   -2.99   -91.35  0.66    0.580
69709   7.78    214.023329  50.168792   22.15   -300.28 186.07  0.77    0.615
69735   6.38    214.101587  39.744694   20.72   -140.37 6.97    0.63    0.376
69767   11.07   214.170874  67.346105   23.57   -133.14 89.48   2.97    1.300
69783   8.65    214.251984  3.088427    23.53   138.77  61.48   1.37    0.782
69796   7.29    214.272265  -66.315515  22.05   -391.37 -221.49 0.79    0.590
69860   11.58   214.449514  21.434193   22.77   -70.11  -172.87 3.11    
69896   4.89    214.558210  -81.007601  23.36   -19.95  -65.39  0.50    0.243
69901   8.93    214.594561  -45.904926  22.72   49.46   37.06   2.39    0.920
69982   8.31    214.800084  -60.826011  24.66   -165.75 -31.36  1.05    0.793
69999   10.36   214.858987  27.290787   23.61   -23.53  -230.49 1.71    1.080
70035   5.22    214.965432  -61.272757  20.69   -165.01 -88.32  0.63    0.281
70049   10.10   215.034225  -11.058310  23.47   -116.40 -41.86  1.77    0.975
70098   9.51    215.160170  -64.468244  22.45   -193.74 -168.95 1.64    0.873
70103   7.33    215.176736  -52.325781  20.00   42.59   -38.21  0.78    0.437
70104   4.78    215.177296  -45.186881  21.95   37.17   -73.61  0.80    0.310
70142   8.90    215.287311  37.401086   23.65   -130.80 -24.85  1.14    0.877
70235   8.13    215.557851  35.648742   20.43   39.31   25.35   1.27    0.590
70252   7.40    215.620524  60.965904   23.48   -9.72   -79.76  0.60    0.609
70253   8.22    215.623997  55.869712   24.37   -233.88 165.22  0.71    0.647
70255   10.34   215.625673  65.585591   20.13   -211.22 269.48  1.21    1.188
70269   6.82    215.661062  -7.767852   22.81   15.61   -133.80 1.89    0.584
70400   5.10    216.047460  5.820115    21.56   -77.91  6.49    0.90    0.124
70426   9.60    216.113068  60.256591   22.20   -202.15 117.98  1.07    1.030
70470   8.36    216.204427  41.275617   24.84   -155.89 -209.60 0.95    0.757
70499   7.11    216.315616  53.585131   23.59   84.58   -74.32  0.61    0.526
70520   7.27    216.375155  20.591571   21.32   132.60  -581.11 0.83    0.581
70608   8.86    216.645076  -18.820060  22.29   -187.86 1.17    1.46    0.840
70677   7.31    216.839479  -14.838633  21.29   -170.02 -60.65  0.99    0.487
70714   6.65    216.938827  -13.359292  23.41   -62.34  -22.67  0.87    0.425
70715   10.93   216.938842  23.840659   22.67   -517.30 72.93   2.38    1.238
70755   4.81    217.050918  -2.227950   24.15   -140.94 -2.92   1.00    0.693
70782   7.02    217.130215  2.788706    24.65   -196.98 52.38   1.00    0.549
70831   8.57    217.273977  9.047145    21.45   28.25   -108.05 1.61    0.644
71006   7.97    217.831748  -15.637913  22.85   221.95  -375.28 1.65    0.710
71050   8.21    217.953839  -64.283478  22.86   -116.18 -152.57 1.02    0.637
71053   3.57    217.957741  30.371145   21.92   -100.44 120.22  0.81    1.298
71108   10.65   218.127451  5.776844    24.95   -85.11  323.25  3.58    1.210
71165   9.74    218.330673  46.884006   22.79   152.79  -137.77 1.12    1.055
71243   6.32    218.548474  32.534463   23.72   106.09  5.69    0.77    0.450
71247   10.78   218.557455  12.582065   21.90   -501.82 202.11  2.09    1.095
71515   8.73    219.388004  -16.540651  24.14   -80.89  -146.14 1.08    0.950
71527   8.97    219.437597  3.332790    21.05   -289.70 -36.44  1.72    0.729
71572   8.26    219.560390  14.029236   20.29   -11.04  -153.24 1.30    0.707
71813   7.81    220.343281  29.059252   21.22   11.76   -183.50 1.02    0.642
71861   6.21    220.483054  -58.615735  22.58   41.91   -39.05  0.74    0.454
71876   6.24    220.513155  61.261988   23.47   75.99   -29.54  0.57    0.409
71899   7.47    220.596534  21.293166   21.91   -105.93 -34.29  0.85    0.533
71989   8.22    220.843286  51.917819   20.79   -63.25  118.35  0.70    0.659
72043   7.52    221.048907  18.462468   23.87   -70.97  -151.95 0.85    0.636
72047   6.64    221.057481  -8.252107   24.18   -201.43 74.50   1.38    0.431
72130   7.22    221.319895  65.329892   20.70   -110.62 37.29   0.56    0.495
72131   5.36    221.321861  -62.875453  21.75   70.24   -80.34  0.61    0.308
72217   6.43    221.545482  -21.175715  23.64   -56.02  -103.63 1.07    0.603
72221   7.26    221.564740  9.647389    23.15   73.74   -264.01 1.84    0.624
72235   8.30    221.593417  -33.766127  23.44   93.62   -12.46  1.84    0.710
72315   9.71    221.826435  12.979840   21.04   -189.53 -118.49 1.51    0.901
72336   7.46    221.882851  19.050030   20.56   6.52    1.73    0.81    0.509
72469   6.15    222.278875  37.810913   24.39   -253.00 109.62  0.66    0.389
72470   10.64   222.279226  70.526097   21.81   -119.10 120.90  1.45    1.552
72479   8.42    222.307097  10.214912   24.21   -139.17 -184.91 1.29    0.866
72487   5.76    222.327814  46.116393   21.34   -7.35   -77.32  0.55    0.482
72507   8.52    222.382291  -59.131694  20.07   -131.20 -48.77  1.15    0.648
72573   5.63    222.581781  82.512487   23.08   177.66  -223.33 0.50    0.671
72600   7.46    222.658352  -32.466158  22.09   -108.21 -152.91 1.10    0.507
72663   8.47    222.858362  -2.457061   21.93   -8.17   -130.14 1.73    0.666
72673   7.16    222.881906  -60.931065  20.94   54.43   113.14  0.88    0.452
72681   8.39    222.906579  15.317297   21.83   -236.41 93.32   1.83    1.300
72726   10.85   223.037894  71.663467   21.76   -868.01 -409.29 1.50    1.592
72753   10.27   223.095523  27.316558   22.72   -250.05 -96.49  1.48    1.447
72772   6.30    223.138868  -30.577153  24.99   -336.20 -41.34  0.80    0.605
72821   8.15    223.270204  -46.636807  21.63   -61.66  -188.38 1.45    0.699
72846   6.41    223.347343  15.705111   20.40   -23.60  23.11   1.43    0.569
72876   10.89   223.426571  -18.344532  24.66   164.74  -15.52  2.07    
72921   6.98    223.547186  -66.419666  23.05   -263.97 -172.75 2.02    0.580
72986   7.15    223.728786  -41.364561  22.23   -136.41 -88.92  0.93    0.506
72998   9.51    223.779977  -9.096476   20.29   -199.83 -343.87 1.51    0.716
73121   9.41    224.169631  21.071138   23.40   -102.51 74.44   1.52    1.035
73139   8.20    224.202813  -20.489849  24.71   -29.05  -56.35  1.04    0.747
73192   11.08   224.386560  31.398534   24.56   -694.60 -1159.8 5.24    1.320
73269   7.66    224.627460  -28.709306  20.41   -100.64 -95.56  0.98    0.554
73302   8.80    224.704149  37.233960   22.96   -119.71 53.30   0.96    0.790
73370   10.10   224.909647  -19.640331  24.78   -112.14 -106.40 1.60    1.080
73428   9.84    225.083242  -16.540990  20.55   -32.89  -88.92  1.69    0.890
73434   7.88    225.095305  7.735806    21.07   -13.07  -129.05 1.18    0.594
73623   7.33    225.744999  65.778582   24.91   72.65   -125.75 0.55    0.574
73639   10.00   225.786819  -42.614301  21.19   -280.17 -275.67 1.96    1.171
73650   7.77    225.825648  -36.923660  21.34   -7.07   -394.01 0.94    0.613
73659   9.99    225.858107  62.647046   20.82   -51.95  -117.39 1.12    1.106
73674   7.66    225.898763  -27.840657  21.13   159.27  -138.55 1.74    0.622
73686   9.98    225.928292  14.007073   21.77   20.39   -394.15 1.76    1.209
73725   9.71    226.065835  39.208363   20.30   63.99   16.69   1.26    0.911
73765   7.49    226.181381  38.605145   21.31   -15.96  33.85   0.71    0.503
73803   12.19   226.272955  79.060408   21.05   -13.65  38.49   46.91   
73814   9.99    226.301622  -40.931180  20.90   130.32  -84.58  1.88    1.120
73846   7.56    226.379363  -7.013568   22.04   -225.19 -5.44   1.96    0.596
73869   8.40    226.458610  64.046937   22.59   -121.47 112.21  0.68    0.677
74049   7.75    226.991023  -45.579134  24.27   -117.60 -110.17 0.86    0.730
74092   7.84    227.125873  72.369360   21.16   84.04   -7.35   0.61    0.602
74126   8.84    227.231894  -5.625093   20.18   -1.21   43.02   1.25    0.662
74135   8.87    227.244541  37.318309   24.58   67.70   103.07  0.98    0.799
74164   11.15   227.305718  -1.529324   22.26   -157.51 113.47  3.13    1.249
74264   8.78    227.660877  -50.151723  24.06   -75.53  -50.55  1.39    0.752
74304   11.64   227.814077  -0.855340   20.31   87.68   -194.86 3.26    1.344
74374   9.62    227.979549  16.633704   22.63   115.43  -229.02 1.53    1.005
74443   9.28    228.198975  -1.165401   24.37   -221.44 -290.17 1.45    0.772
74689   5.62    228.954749  0.372108    20.20   -107.26 12.83   0.95    0.181
74734   7.66    229.106807  16.794686   23.18   -18.13  -168.63 1.25    0.500
74782   6.86    229.247551  -38.447589  21.70   -77.56  -8.01   0.91    0.433
74785   2.61    229.251966  -9.382867   20.38   -96.39  -20.76  0.87    -0.071
74821   7.84    229.365352  22.299717   20.86   -97.86  61.84   0.97    0.578
74891   10.20   229.580310  24.997205   20.17   -132.46 7.15    4.73    1.210
74930   7.11    229.674937  10.427682   21.07   -102.99 15.01   2.35    0.497
75011   9.03    229.917773  31.842168   22.27   -181.25 139.86  1.23    0.830
75038   7.53    230.000113  -8.661218   22.28   101.41  -201.06 1.04    0.545
75039   6.90    230.009734  40.983731   24.81   -38.08  179.76  0.59    0.510
75059   8.58    230.075734  32.044543   20.89   -111.53 43.36   1.09    0.668
75062   11.18   230.085524  -19.975597  20.70   -179.80 121.59  5.85    1.300
75069   9.24    230.108549  0.245282    22.43   131.58  -253.93 1.40    0.800
75104   6.90    230.209168  31.479770   22.71   -180.01 138.88  0.75    0.532
75122   6.77    230.269431  -47.760315  22.47   74.24   -14.40  0.89    0.440
75124   10.91   230.270208  25.558661   22.17   -82.20  -109.56 2.20    1.313
75132   8.99    230.289194  25.567431   24.87   -94.97  -118.52 1.36    0.950
75262   9.87    230.667579  -1.541610   20.19   -74.59  2.64    9.87    0.792
75281   7.91    230.717627  13.366494   21.53   -271.46 -26.60  1.19    0.656
75308   5.65    230.794173  -60.657109  24.00   -81.96  -27.74  0.75    0.489
75370   8.73    231.022312  66.554002   21.91   -267.26 -33.46  1.59    0.685
75387   10.12   231.070776  -5.606593   21.77   57.27   -3.11   1.81    0.900
75401   9.88    231.092504  57.384818   21.11   -173.87 -326.78 2.20    0.909
75426   9.86    231.148278  -7.054859   23.78   -91.55  -20.30  4.05    1.070
75446   8.98    231.200385  21.394017   22.37   182.56  -282.46 1.44    0.723
75535   6.26    231.472096  19.480724   23.95   -53.07  -7.23   0.94    0.618
75703   9.06    231.986089  51.581921   24.04   110.64  53.46   0.88    0.774
75762   6.79    232.159963  -15.700723  24.49   -59.75  41.63   0.91    0.821
75783   6.91    232.217540  57.444779   23.20   -260.97 164.86  0.53    0.490
75978   10.81   232.745072  17.414677   23.03   -264.14 7.75    2.71    1.400
76028   8.97    232.927779  -20.164307  20.34   -61.97  -37.47  10.05   0.546
76045   10.40   232.953681  46.662259   20.06   -26.55  379.68  1.27    1.456
76256   6.98    233.650512  67.805847   20.77   25.14   -146.78 0.75    0.793
76280   8.02    233.709493  6.804251    24.38   -82.55  -166.09 1.10    0.708
76292   8.63    233.770175  -3.322286   24.36   -94.38  -74.72  1.21    0.829
76333   3.91    233.881414  -14.789554  21.42   65.67   6.93    0.90    1.007
76424   5.93    234.121648  16.119098   20.40   71.54   -5.54   0.81    0.354
76534   5.25    234.456462  40.353288   20.00   60.45   59.57   0.56    0.886
76540   7.72    234.480767  50.082818   22.35   -13.99  -250.09 0.67    0.580
76543   7.07    234.496383  10.240743   21.13   135.24  -356.53 0.91    0.531
76626   9.09    234.726042  -69.208996  20.17   -159.41 -46.32  1.32    0.854
76650   9.74    234.782247  -42.637115  20.58   -41.77  -79.02  1.56    0.976
76668   10.18   234.841364  -10.272818  21.38   -11.16  -167.69 6.04    1.075
76674   8.99    234.855130  27.626179   20.65   -52.07  53.30   1.30    0.729
76701   8.63    234.919448  -32.976990  24.63   -121.90 -58.65  1.48    0.686
76747   9.52    235.080329  -71.567755  21.14   -105.20 -85.93  1.38    0.903
76758   9.69    235.095957  -20.970944  21.03   -145.15 -140.56 2.11    0.879
76768   10.15   235.118475  -18.695783  23.47   -69.81  -157.08 4.10    1.238
76897   11.69   235.518670  34.651243   24.25   -123.02 -298.22 3.02    
76912   10.03   235.568782  12.943341   20.77   28.14   -374.17 2.28    1.092
76952   3.81    235.685993  26.295514   22.48   -112.52 50.70   0.67    0.020
76998   9.90    235.823943  -5.253434   21.47   11.77   -106.06 1.58    1.110
77060   5.41    236.018418  -15.672679  22.21   -34.49  -63.48  0.86    0.238
77083   8.20    236.090677  15.299842   21.23   67.87   -47.55  1.56    0.655
77084   7.36    236.091176  52.983424   23.74   -245.91 59.11   0.65    0.624
77152   8.06    236.281283  28.469836   20.85   -87.63  38.71   1.04    0.612
77179   9.24    236.375792  21.178539   21.11   -250.63 32.05   1.32    0.814
77199   9.37    236.448530  -30.348576  24.44   -68.15  -99.66  1.39    1.041
77210   9.15    236.468948  5.040544    20.73   -249.86 69.70   1.36    0.834
77233   3.65    236.546729  15.421926   21.31   68.54   -41.31  0.86    0.073
77269   10.31   236.635215  19.953991   21.28   -126.22 113.19  4.98    1.594
77282   8.08    236.679696  -43.235729  20.74   -115.21 -146.28 1.21    0.659
77292   9.01    236.709626  7.418105    23.30   95.27   -182.76 1.56    0.816
77335   6.94    236.821797  -0.269857   20.72   -243.50 -23.83  0.90    0.512
77451   11.17   237.187460  42.918809   24.54   -1.91   90.93   1.87    1.420
77464   5.53    237.236728  -3.818528   20.34   -29.12  6.18    0.70    0.120
77516   3.54    237.405274  -3.430141   20.94   -98.07  -27.41  0.82    -0.036
77534   6.82    237.467844  -17.901936  23.06   23.53   -4.46   0.95    0.407
77574   6.11    237.567837  -45.401633  22.24   39.58   -33.54  0.77    0.299
77641   8.19    237.771595  -30.086099  21.56   72.18   -137.56 1.17    0.757
77643   10.71   237.773983  -50.687628  20.63   258.65  -69.25  2.22    1.184
77660   5.09    237.815198  -3.090430   20.47   -92.51  -27.56  0.82    0.135
77749   7.85    238.140902  -1.906355   24.07   -114.43 10.04   0.99    0.670
77810   8.08    238.333420  4.253174    24.68   -21.76  6.40    1.35    0.627
77838   6.76    238.402312  68.720192   21.70   1.86    -32.44  0.50    0.544
77853   4.13    238.456154  -16.729622  20.02   100.12  135.27  0.88    1.003
77921   7.55    238.701971  -65.901259  20.54   18.23   20.77   1.09    0.621
77931   8.53    238.729063  -37.511261  20.29   61.78   112.35  1.42    0.667
77958   6.68    238.816658  -42.605033  22.63   -73.30  -38.07  0.85    0.402
78012   5.43    238.948188  37.946763   24.12   29.45   80.08   0.59    0.352
78063   9.54    239.084299  63.816140   22.93   -122.84 185.31  0.91    0.890
78074   10.52   239.114070  37.508939   21.59   -9.23   36.38   1.38    1.204
78117   6.31    239.266452  -48.161919  20.22   -104.90 -109.76 0.87    0.381
78139   11.19   239.329136  34.535156   21.06   -242.51 110.83  2.42    1.900
78158   10.82   239.391895  34.539385   24.48   -233.47 107.70  2.34    
78165   9.04    239.416309  65.397088   20.66   178.57  -165.09 0.70    0.860
78251   8.96    239.649481  -23.907884  20.84   -242.32 -162.10 1.61    0.637
78286   6.04    239.768235  49.881178   20.40   21.48   -55.61  0.53    0.289
78356   10.53   239.977810  45.248668   22.27   -122.99 26.57   1.33    1.547
78399   8.05    240.078821  0.137273    23.04   -135.83 -110.31 1.03    0.643
78466   8.01    240.270171  -32.695019  21.99   129.89  -217.65 1.31    0.639
78550   8.73    240.556797  34.444204   23.10   169.05  -113.81 0.96    0.683
78551   8.26    240.563052  -19.452244  22.30   29.56   23.14   1.31    0.700
78662   4.63    240.884254  -57.774874  23.26   -118.32 -78.34  0.98    0.252
78678   10.36   240.925967  45.289610   23.84   -180.18 -229.03 1.25    1.250
78680   8.21    240.928293  34.012900   21.39   55.21   29.76   0.86    0.658
78688   9.11    240.955115  14.108278   23.67   138.40  -134.39 2.80    0.974
78708   8.64    241.012579  -21.927478  23.73   -293.61 -140.04 2.10    0.910
78842   7.84    241.414247  -32.861820  23.85   -361.18 -235.01 1.91    0.818
78864   8.31    241.473825  10.685111   24.81   -523.78 -41.47  1.58    0.803
78923   8.55    241.667564  34.102476   21.24   -300.26 184.31  1.01    0.677
78924   11.57   241.672927  8.388179    21.39   -495.47 98.99   5.30    1.428
78931   10.44   241.674505  34.625830   22.91   223.71  -586.10 2.44    1.237
