HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
91479   10.83   279.859332  28.375245   22.24   -117.18 -141.42 2.01    1.254
91507   7.50    279.925561  37.992966   21.08   -26.00  51.43   0.69    0.525
91626   10.49   280.297869  -56.874166  21.59   17.59   -68.67  2.24    1.210
91720   9.96    280.563388  88.302681   23.29   -91.77  144.88  1.29    1.060
91786   9.34    280.744018  -51.215281  20.63   52.47   -33.45  1.69    0.804
91801   8.64    280.773053  7.701638    21.88   131.95  -254.11 2.19    0.760
91868   9.13    280.931534  31.681827   20.61   -35.71  -41.43  2.44    0.994
91906   10.71   281.041193  75.990565   24.86   -122.50 153.98  1.48    1.380
91919   4.67    281.084739  39.669977   20.10   10.55   60.23   0.76    0.170
91926   4.59    281.094899  39.612596   20.34   5.83    51.83   0.77    0.180
91958   6.30    281.167857  23.590091   22.52   16.54   -85.61  0.69    0.437
91971   4.34    281.193066  37.605050   21.23   29.26   26.57   0.54    0.192
91973   5.73    281.200791  37.594565   21.72   19.23   20.65   0.53    0.285
92233   6.39    281.955019  -77.868613  23.19   -26.52  149.49  0.55    0.593
92342   8.91    282.302526  -62.371367  24.07   36.02   -4.69   1.59    0.913
92638   10.34   283.122786  11.210695   24.11   -185.48 -224.61 2.01    1.569
92680   8.43    283.274413  -50.180319  20.14   16.64   -83.58  1.18    0.784
92915   8.47    283.965364  -42.126599  20.52   12.88   13.68   1.26    0.622
92916   12.07   283.966648  38.328364   21.98   -345.56 -153.38 2.57    1.395
92929   7.37    284.001637  -25.045875  20.14   33.23   54.65   1.06    0.569
92946   4.62    284.054835  4.203530    24.73   37.69   26.98   1.61    0.161
92951   4.98    284.060887  4.202057    22.84   52.42   31.17   4.89    0.204
92952   10.53   284.066253  54.530873   23.37   35.77   -350.08 2.83    1.588
93007   7.62    284.205972  68.292391   23.47   -112.00 -3.42   0.58    0.676
93102   10.19   284.501816  -47.450581  22.08   -49.58  -242.30 1.82    1.098
93119   10.16   284.547723  75.301839   23.56   108.12  -85.19  1.42    1.556
93203   5.27    284.773870  13.622549   20.99   19.49   -124.92 0.69    0.573
93244   4.02    284.905788  15.068478   21.22   -52.68  -73.81  0.77    1.082
93252   7.06    284.927460  16.252874   22.36   -102.46 -123.60 0.76    0.508
93326   9.70    285.131049  22.265545   24.38   -87.85  -163.49 4.63    0.912
93373   8.60    285.272070  -66.191741  22.09   132.02  -387.16 1.18    0.699
93427   7.20    285.415578  41.490015   24.23   -78.28  31.76   0.61    0.569
93429   4.02    285.420172  -5.739018   21.95   -24.15  -39.73  0.92    1.079
93507   7.60    285.656796  -64.924691  21.80   -235.54 -285.71 1.00    0.601
93521   11.19   285.707864  -42.768271  23.08   94.71   -55.32  5.09    1.240
93547   7.07    285.800926  -56.996289  21.34   8.27    -155.27 0.89    0.888
93566   7.61    285.861120  17.067509   23.09   -119.03 -61.40  1.00    0.612
93639   9.92    286.027357  -28.203150  21.73   128.29  27.39   1.73    0.985
93645   6.93    286.040336  17.555912   21.18   127.29  73.87   0.83    0.475
93683   3.76    286.170558  -21.741355  23.49   76.26   -58.08  0.78    1.012
93743   6.51    286.327403  -1.512226   22.31   -15.89  9.47    0.80    0.359
93843   5.53    286.657017  28.628390   24.50   75.83   84.43   0.58    0.296
93917   5.20    286.856231  32.501660   24.64   123.23  32.08   0.54    0.367
93975   6.22    287.014561  21.698745   22.83   45.27   75.28   0.69    0.434
94061   8.17    287.237019  -17.535450  22.32   56.23   -146.64 1.10    0.757
94068   5.23    287.249656  6.073397    22.96   -9.02   -78.34  0.79    0.346
94075   7.97    287.262742  34.599381   21.40   64.77   192.41  4.95    0.750
94076   6.70    287.268127  34.599978   20.42   47.12   194.51  1.57    0.643
94244   9.16    287.758255  -25.813524  20.84   -21.08  -165.71 1.44    0.866
94252   7.57    287.783615  38.780357   20.52   -227.81 -106.21 1.25    0.760
94290   6.35    287.879007  26.735949   23.20   33.02   -31.94  0.61    0.444
94326   8.80    287.988748  -39.500242  21.37   88.74   -102.48 1.45    0.667
94347   7.26    288.046443  -83.483387  22.25   136.95  -128.05 1.94    0.444
94371   7.94    288.114402  16.850598   21.72   115.83  -175.06 1.04    0.760
94490   5.00    288.479853  57.705255   20.14   -17.10  -63.15  0.46    1.156
94501   7.97    288.505873  59.551552   22.60   46.24   112.28  0.61    0.606
94648   4.45    288.888724  73.355215   21.73   -116.60 104.25  0.47    1.257
94674   10.46   288.974200  -48.357426  21.08   -13.04  -116.44 1.81    1.420
94755   6.02    289.214145  46.998393   23.57   -10.10  291.80  0.57    0.479
94842   8.31    289.473307  25.369162   20.02   159.75  232.78  0.99    0.680
94858   6.36    289.540654  -53.386888  21.94   24.65   -81.41  0.75    0.505
94863   8.46    289.552367  -38.384345  24.00   99.53   -93.00  1.17    0.809
94939   11.45   289.787202  -45.798577  22.61   36.38   -415.21 3.46    1.100
94966   7.25    289.879065  -36.658299  20.26   36.40   -95.38  0.98    0.513
95006   8.79    289.983828  -30.468698  22.21   57.49   -172.03 1.88    0.842
95015   8.59    290.000709  -9.322828   20.49   -120.77 -317.80 1.19    0.841
95031   9.90    290.035477  -3.051864   21.69   -53.59  -6.39   1.50    0.880
95044   9.42    290.080911  69.915902   20.55   70.14   221.43  2.30    0.906
95055   6.57    290.112626  -1.309884   20.21   73.03   51.45   0.94    0.438
95066   4.98    290.136826  -5.415875   21.17   113.42  44.83   0.77    0.937
95106   8.17    290.223186  -33.052588  20.77   9.42    -150.12 2.34    0.656
95256   8.97    290.706928  -66.151072  22.66   2.92    -362.11 1.32    0.872
95261   5.03    290.713252  -54.423729  20.98   25.57   -83.03  0.68    0.020
95274   8.97    290.758085  47.714764   20.94   2.57    -72.50  0.81    0.751
95294   4.27    290.804419  -44.799648  23.52   92.78   -53.73  0.89    0.350
95309   7.91    290.852832  20.569234   21.26   13.13   -186.93 1.00    0.578
95350   9.44    290.980173  -62.870683  23.18   136.16  -457.39 1.44    0.932
95571   7.91    291.596126  -63.229958  21.09   46.13   -0.86   0.98    0.534
95641   10.56   291.816067  -34.546816  20.83   -71.65  -203.90 2.15    0.935
95644   9.23    291.825468  -69.301685  22.94   -50.50  -7.42   1.53    0.812
95727   9.00    292.057368  14.001522   24.85   236.53  28.99   1.55    0.780
95772   7.45    292.193308  11.027052   22.37   -11.98  -29.02  0.93    0.623
95795   8.87    292.262072  -49.874790  21.20   -51.81  -255.07 1.36    0.808
95829   10.73   292.359830  0.528719    21.04   -27.64  -237.86 2.24    1.280
95864   9.03    292.463087  -37.037924  21.79   -22.23  -14.67  1.68    0.754
95905   6.60    292.561784  -32.091309  20.27   111.07  -35.56  0.91    0.394
96037   8.27    292.907517  17.783237   21.01   4.80    -116.17 1.43    0.637
96072   8.44    293.003894  5.398854    20.50   81.44   -118.19 1.22    0.805
96095   6.48    293.058796  -44.546466  23.85   -138.41 32.77   0.98    0.526
96184   7.81    293.359309  23.497513   22.52   -32.06  -0.23   1.03    0.654
96224   8.83    293.509157  12.636322   23.98   -69.54  -263.21 1.23    0.800
96240   10.11   293.540895  -23.016656  20.28   19.88   33.14   1.82    1.010
96265   7.73    293.608859  -12.926448  20.34   -170.90 -94.15  0.91    0.614
96308   7.91    293.731047  11.424083   23.69   279.20  7.56    1.13    0.670
96345   8.16    293.819309  -69.092971  22.65   -24.28  -176.64 1.12    0.672
96351   6.37    293.854690  2.913476    23.79   11.26   53.24   0.79    0.414
96426   10.21   294.061664  -47.947456  20.65   52.21   -367.92 2.07    1.163
96425   8.46    294.062478  -81.247394  22.20   95.16   107.51  0.81    0.774
96459   5.17    294.158561  44.695188   24.64   -94.61  -103.78 0.49    0.928
96507   6.67    294.299009  28.500060   21.11   -32.13  -80.81  0.74    0.606
96561   8.98    294.465369  43.625960   22.85   53.36   -214.11 0.84    0.845
96634   9.15    294.713183  43.874499   22.34   -104.83 -322.20 0.88    0.805
96689   10.39   294.855169  -0.840311   20.53   56.47   -145.27 1.96    0.906
96725   9.04    294.941106  -48.192744  21.29   -35.73  -247.13 1.51    0.907
96813   6.97    295.187838  -7.512202   20.86   67.70   -58.96  0.83    0.525
96825   5.06    295.208806  45.524649   20.51   84.06   120.38  0.50    0.426
96827   10.94   295.211698  27.135515   21.05   48.35   19.08   18.96   0.224
96834   7.53    295.229035  -1.869962   21.06   161.49  -29.69  1.03    0.537
96854   8.11    295.307200  -32.873065  24.09   -75.46  -119.13 1.15    0.734
96880   9.23    295.398840  -72.445647  24.15   0.03    -160.33 1.32    0.838
96943   8.99    295.613480  8.154708    21.05   154.61  141.46  1.27    0.733
96948   7.64    295.623613  1.586671    24.81   159.06  -60.09  1.07    0.664
96955   7.48    295.638202  -59.009466  24.12   168.29  -168.28 1.43    0.711
97023   6.87    295.779058  24.598600   22.10   87.13   -271.16 0.82    0.567
97030   7.89    295.798056  -10.679425  23.99   61.97   -144.15 1.00    0.591
97033   6.29    295.809490  58.016752   22.23   128.30  -55.56  0.48    0.590
97048   11.32   295.847627  23.391335   21.14   -158.73 -143.56 4.56    1.900
97088   8.38    295.968835  -35.252927  22.26   153.20  -229.45 1.36    0.679
97160   9.91    296.233592  -40.236814  20.55   196.19  65.51   1.66    1.509
97196   10.11   296.314752  -68.389516  21.15   111.21  133.73  4.14    1.049
97219   9.00    296.375394  50.771900   21.58   266.64  343.09  0.82    0.884
97321   7.07    296.671682  44.348526   23.36   133.86  -2.26   0.58    0.591
97336   7.83    296.741716  34.419824   20.87   143.13  -123.23 0.71    0.661
97384   6.77    296.888905  1.089439    20.22   -31.44  -226.23 0.92    0.610
97433   3.84    297.042557  70.267835   22.40   80.18   39.02   0.45    0.888
97509   6.97    297.285433  27.732220   20.17   94.35   -216.73 0.72    0.611
97515   6.04    297.298039  -28.788733  21.95   119.95  -98.62  0.96    0.403
97517   7.76    297.300762  57.409480   20.50   -7.02   -60.54  0.57    0.613
97531   9.14    297.339727  -32.872679  20.43   5.36    -152.21 1.36    0.787
97534   5.39    297.355387  -72.503414  24.08   6.91    14.67   0.56    0.234
97537   7.98    297.361676  28.610006   22.20   75.46   71.93   0.86    0.518
97546   7.22    297.391502  -37.780297  22.23   8.26    -104.02 1.14    0.574
97557   7.78    297.433417  -32.763813  20.02   82.92   -63.96  1.03    0.624
97668   9.55    297.732207  3.947014    24.46   219.36  -101.25 1.90    0.930
97693   10.87   297.810682  -44.290254  23.36   132.67  -286.98 2.43    1.299
97704   9.36    297.842966  -1.535021   23.81   -25.78  191.28  4.21    0.746
97927   10.25   298.523923  -32.003071  24.29   -159.85 -125.60 1.79    1.181
97940   8.78    298.562308  1.944085    21.12   -1.35   -273.07 1.64    0.878
97950   8.93    298.607269  1.942037    23.29   -0.82   -270.23 2.12    0.900
97977   9.52    298.680169  -33.287087  20.10   110.76  -77.61  2.03    0.889
98001   7.41    298.743383  41.870840   22.31   -52.76  284.44  0.78    0.796
98110   3.89    299.076651  35.083491   23.40   -34.00  -27.60  0.54    1.019
98159   10.90   299.230788  -59.284202  23.53   125.53  -177.61 2.24    1.310
98170   10.32   299.254269  -59.290844  23.29   128.64  -190.92 2.17    1.200
98206   7.19    299.332721  24.088460   23.47   -114.60 -124.60 0.84    0.641
98211   9.47    299.364415  -55.760941  23.36   186.02  -33.35  1.31    0.917
98274   8.35    299.517834  -48.133669  21.52   51.71   15.62   1.53    0.614
98375   5.68    299.794095  23.101274   20.66   -70.78  3.07    1.07    0.345
98381   9.91    299.830522  42.168447   24.44   175.21  160.43  1.08    1.110
98421   5.30    299.963667  -34.697631  20.81   108.71  -69.13  0.88    0.170
98533   6.83    300.252541  -64.807292  23.42   168.78  -243.57 0.83    0.412
98668   9.19    300.613590  53.376464   24.12   166.83  144.85  0.85    0.948
98839   8.16    301.075329  -26.329352  21.56   30.16   -78.12  1.08    0.626
98879   7.33    301.195172  15.903021   22.93   27.37   52.61   0.94    0.544
98894   7.69    301.229630  26.055150   22.49   51.35   -381.21 0.88    0.669
98908   10.85   301.271818  -13.448430  20.24   134.63  5.95    2.55    1.310
98920   5.09    301.289478  19.990877   20.17   30.61   79.65   0.71    1.058
98964   8.35    301.389805  3.503100    23.22   137.43  -136.95 1.24    0.776
98965   8.62    301.390993  7.386168    22.51   47.59   62.68   1.44    0.717
98978   7.44    301.418783  48.566803   20.09   -85.08  3.83    0.61    0.661
99046   7.99    301.636360  -21.676578  21.16   -202.56 -96.09  1.03    0.572
99100   8.26    301.787949  -0.874085   20.83   115.31  -69.14  1.24    0.734
99158   6.43    301.959751  9.399764    23.12   46.58   28.37   1.04    0.463
99165   11.28   301.984237  7.441977    22.19   -307.56 -354.10 2.95    1.380
99171   5.97    302.007312  -0.678020   20.89   116.60  -67.94  0.89    1.023
99232   7.13    302.151686  85.124270   24.70   -68.66  -20.57  0.56    0.572
99241   7.40    302.178558  50.586129   22.43   62.16   77.78   0.55    0.568
99352   6.51    302.485876  20.914789   22.22   58.82   98.38   1.15    0.394
99397   9.80    302.627242  -53.591227  20.01   190.37  -254.18 1.45    1.123
99500   5.70    302.894768  62.078348   20.54   137.31  80.09   0.52    0.530
99542   9.06    303.022832  46.299792   24.28   225.10  291.98  0.89    0.810
99591   9.07    303.167602  -34.356577  20.02   -161.59 -18.62  1.17    0.750
99593   9.88    303.173504  -13.201124  20.87   169.23  -219.31 1.83    1.038
99642   9.48    303.331543  -36.302479  23.29   -4.05   30.26   1.64    0.873
99655   4.28    303.349171  56.567522   21.41   60.85   82.26   0.45    0.114
99680   7.02    303.419570  53.124676   21.64   42.97   168.59  0.63    0.504
99695   9.50    303.457512  -47.615336  21.24   -10.88  54.06   1.61    0.906
99742   4.94    303.569107  15.197468   21.24   55.69   57.98   0.78    0.072
99770   4.93    303.633260  36.806135   24.37   69.22   68.67   0.55    0.151
99792   10.46   303.708466  18.465693   23.91   -120.84 -693.04 1.78    
99926   6.55    304.110199  -35.198597  23.48   -0.20   53.05   0.84    0.381
99940   8.46    304.160306  -35.041132  22.56   -37.75  70.30   1.17    0.685
99945   9.12    304.169062  -59.117374  20.98   78.36   -114.44 1.33    0.760
99966   7.51    304.228010  -32.607511  21.45   4.79    52.71   2.14    0.689
99969   9.72    304.230514  6.921739    21.23   174.23  3.64    1.76    1.140
99971   8.64    304.232265  -10.981572  22.79   -150.23 -312.42 1.25    0.723
100225  8.20    304.908142  -69.015053  21.00   23.08   -46.11  1.01    0.684
100233  7.20    304.938598  -25.228243  23.07   -121.79 -146.70 0.96    0.594
100271  9.96    305.079493  52.229933   24.00   38.53   260.80  1.07    1.081
100284  9.95    305.111037  83.999500   20.47   145.07  286.99  0.93    0.891
100291  11.33   305.122270  6.788672    22.91   -45.09  -19.21  2.73    1.229
100341  8.87    305.241179  44.608237   20.44   -157.02 41.08   1.87    0.864
100379  6.49    305.368588  -66.749697  22.72   -140.22 3.15    0.76    0.505
100500  7.13    305.687831  19.850071   20.68   -103.76 -30.37  0.91    0.726
100568  8.65    305.897953  -21.368051  22.88   539.73  -1055.9 1.24    0.554
100570  6.75    305.909297  -5.266172   24.12   175.79  -9.95   1.15    0.426
100836  8.60    306.684907  -43.565656  20.00   123.24  -125.05 2.05    0.881
100895  7.49    306.862373  -2.119351   21.49   -60.05  -69.61  1.02    0.520
100896  6.71    306.864843  -2.102909   20.70   -66.02  -71.31  0.94    0.519
100974  8.89    307.098645  -63.097353  20.22   -51.72  114.03  1.15    0.832
101093  4.21    307.395114  62.994137   24.04   45.00   -13.31  0.53    0.199
101120  6.74    307.469074  -18.586163  23.89   14.11   -88.21  7.82    0.220
101145  8.86    307.535387  -39.466976  20.06   67.52   -280.83 1.37    0.779
101227  8.34    307.782173  33.542673   22.38   67.43   94.60   1.16    0.884
101236  8.77    307.805356  5.218348    22.53   307.95  280.06  5.13    0.696
101268  6.47    307.901120  34.330501   22.18   -6.61   -52.64  0.61    0.422
101274  9.25    307.920857  -35.523894  24.49   -20.81  -110.25 1.56    0.831
101292  7.60    307.969458  -40.901389  20.99   88.35   -120.05 2.06    0.709
101302  10.07   308.000755  33.005407   21.64   300.87  286.29  1.68    0.915
101443  7.47    308.379156  -22.231722  20.72   -85.04  -62.95  1.29    0.548
101461  11.88   308.440045  -46.205384  22.27   -13.21  43.24   3.23    1.400
101739  8.04    309.316331  -34.158150  20.67   -110.58 -12.63  1.13    0.565
101768  6.51    309.386389  31.521987   20.30   -34.30  -31.67  0.62    0.371
101806  7.50    309.466406  -60.634326  21.31   -190.97 -64.27  0.91    0.667
101852  7.78    309.587969  -4.511861   23.89   -8.69   -3.52   1.15    0.597
102018  7.21    310.092575  -24.117318  23.42   181.90  -293.22 0.89    0.607
102025  10.06   310.127048  -30.051945  22.36   100.12  -26.79  1.78    1.095
102125  6.51    310.432260  -75.350411  22.95   151.42  -161.48 2.10    0.620
102237  11.41   310.750454  35.498129   21.86   -205.32 -569.56 2.18    1.381
102253  5.59    310.795765  66.657363   23.49   25.11   34.71   0.49    0.218
102394  10.43   311.238216  -3.558140   20.89   -144.84 -207.78 2.07    1.101
102395  3.42    311.239815  -66.203238  23.71   -42.40  10.57   0.63    0.163
102626  9.44    311.937493  -36.594480  22.52   25.46   -80.66  1.64    0.939
102642  6.29    311.970388  52.407579   23.88   71.97   -169.67 0.56    0.883
102675  7.31    312.090675  -22.740278  20.09   45.80   -177.23 0.94    0.527
102693  5.11    312.120832  -43.988271  24.35   175.78  -112.17 0.90    0.361
102753  9.25    312.291705  -54.777059  24.45   184.57  -279.58 1.58    0.979
102809  10.53   312.420273  26.939108   20.91   23.14   213.12  2.04    1.027
102817  10.86   312.449645  -28.468838  22.62   86.52   -153.74 2.39    1.356
102843  5.06    312.520132  44.058982   23.67   122.68  132.30  0.56    0.198
102881  9.60    312.663526  26.346529   20.09   117.20  -109.01 1.43    0.966
102895  8.97    312.678316  -56.241230  24.41   104.41  -187.88 1.28    0.814
102923  9.82    312.777244  7.027883    20.71   238.64  -361.67 1.63    0.900
103014  10.52   313.062293  66.284067   23.29   267.87  291.61  1.17    1.095
103045  4.73    313.163357  -8.983238   21.01   47.06   -32.91  1.04    0.325
103077  6.38    313.273219  -11.573762  22.17   40.45   42.26   0.99    0.661
103260  7.02    313.784024  -52.119584  21.64   108.20  -113.32 0.94    0.607
103311  7.27    313.948492  -17.114026  20.96   59.21   -61.55  1.00    0.544
103349  11.76   314.078795  -12.168787  20.89   106.65  -465.37 3.22    1.347
103376  10.77   314.162434  34.984060   20.30   444.80  92.12   3.09    1.140
103583  10.59   314.818212  -47.983165  22.60   119.85  40.98   2.10    1.348
103611  8.61    314.886122  1.065406    20.98   224.99  105.24  1.15    0.673
103620  8.33    314.917658  -52.174636  23.42   149.68  -164.99 1.40    0.829
103635  6.62    314.961736  16.824365   20.93   52.86   -9.22   0.95    0.376
103646  6.10    314.998410  -36.129499  24.11   103.88  -58.20  0.83    0.400
103713  11.10   315.238355  -42.029092  24.07   408.65  -5.70   2.81    1.217
103735  7.68    315.306209  -35.183954  22.18   -180.80 -51.23  1.11    0.620
103754  8.65    315.369644  79.295488   20.24   117.77  187.06  0.66    0.717
103824  7.72    315.591513  37.654408   22.83   -79.08  -222.19 1.75    0.748
103833  7.33    315.607706  27.807330   20.06   88.25   6.10    0.85    0.614
103855  9.07    315.664007  -50.493078  22.81   236.83  -102.30 2.87    1.027
103867  11.04   315.695665  -64.294709  24.22   157.29  -164.86 1.96    1.190
103896  8.55    315.773129  -19.320589  21.26   -168.16 -113.44 1.51    0.632
103931  6.91    315.872892  -1.579646   20.68   21.41   -9.10   0.87    0.423
103943  9.48    315.908365  25.549524   22.07   139.05  165.33  1.53    0.894
103972  10.49   315.993710  -6.139629   20.22   -344.97 -280.81 2.18    0.959
104003  10.12   316.069661  -45.151557  20.84   -17.51  -184.83 1.92    1.089
104019  4.82    316.101353  -19.854931  20.64   -39.01  -24.45  1.47    0.169
104043  5.13    316.179286  -77.022869  22.07   13.83   -369.38 0.57    0.490
104075  7.97    316.283117  7.945656    22.57   4.88    -89.05  2.95    0.654
104124  10.75   316.420468  26.641401   22.07   -149.93 -210.64 2.03    1.050
104128  6.64    316.452026  15.327413   22.82   86.07   -80.29  0.91    0.476
104139  4.08    316.486581  -17.232711  20.61   79.64   -61.64  0.92    -0.010
104171  5.88    316.597470  71.432079   20.36   -48.18  -116.00 0.52    0.386
104294  7.59    316.932162  -5.566430   20.09   205.37  224.03  1.02    0.546
104331  9.72    317.018303  -9.166045   22.41   -145.20 -365.72 1.59    0.997
104351  12.39   317.103763  5.650199    21.29   16.37   -190.89 5.25    1.348
104369  9.59    317.159264  42.535641   20.06   68.45   186.18  1.05    0.909
104399  8.43    317.248500  6.723461    23.67   -27.50  15.05   9.05    0.393
104419  9.69    317.288187  23.728360   20.40   211.40  -13.58  1.60    0.940
104426  9.77    317.305857  54.353511   22.21   183.76  -69.47  1.06    1.003
104471  6.96    317.441194  19.210703   23.24   -0.47   20.66   0.94    0.507
104488  11.65   317.501534  -53.054606  22.53   71.38   -155.31 3.17    1.290
104493  10.58   317.509258  -13.176633  22.07   -8.02   59.49   2.22    1.110
104604  6.98    317.845021  -52.339292  20.47   -16.30  18.40   2.08    0.575
104606  11.72   317.852787  5.493933    20.68   -96.51  -75.95  3.47    1.262
104687  7.44    318.094000  -15.000004  20.87   78.03   -39.58  1.99    0.654
104732  3.21    318.234090  30.227081   21.62   6.87    -68.12  0.63    0.990
104759  8.18    318.343117  11.211562   20.27   162.24  -16.19  1.03    0.665
104788  6.38    318.426916  64.404208   24.16   17.13   -105.43 0.48    0.625
104864  8.39    318.636579  -22.878073  20.13   101.39  -10.22  1.16    0.614
104903  8.08    318.740805  -20.788918  21.58   -38.23  -119.77 1.14    0.714
105033  9.12    319.118313  53.311736   23.21   -159.54 -235.59 0.96    0.924
105062  10.04   319.248572  -46.062140  23.81   274.02  -194.87 1.60    1.079
105066  8.08    319.258494  -1.077369   23.33   160.12  -23.94  1.32    0.737
105156  8.47    319.521310  -29.513051  21.09   55.64   -136.83 1.59    0.667
105202  7.27    319.654556  8.959760    23.78   141.19  -42.33  0.91    0.488
105232  8.45    319.742219  26.230523   24.48   132.88  9.20    1.05    0.750
105261  11.57   319.826652  -0.554606   24.49   -247.27 -286.67 3.16    1.409
105368  10.56   320.136069  -23.606541  21.08   -154.63 -416.14 1.82    1.024
105388  8.65    320.208030  -53.033977  21.81   30.00   -94.36  1.17    0.690
105404  8.89    320.249064  -52.477543  21.72   30.75   -107.93 1.45    0.854
105431  6.72    320.339834  10.332378   21.54   41.29   -40.89  0.82    0.535
105439  6.75    320.348792  -51.752398  20.85   -123.20 -90.21  0.80    0.654
105496  10.67   320.501705  31.100784   24.43   375.04  177.31  1.94    1.210
105502  4.08    320.521391  19.804356   21.19   105.94  62.61   0.87    1.108
105504  10.21   320.532530  -10.513286  20.70   -43.37  -11.46  2.33    1.255
105506  9.76    320.535315  -51.354978  22.77   205.98  -103.06 1.48    1.022
105638  12.37   320.953181  -40.701422  21.01   31.43   -3.56   6.29    1.500
105668  5.48    321.047661  -12.878130  20.80   91.67   8.96    0.91    0.297
105707  11.09   321.152961  32.123272   23.06   -155.90 -118.88 2.48    
105740  9.92    321.257336  -23.318526  20.71   119.37  -153.15 1.61    0.989
105821  9.48    321.483433  -31.182635  20.22   -26.05  -58.71  1.42    0.858
105860  6.08    321.610887  19.375598   21.72   80.23   17.28   0.78    0.235
105864  6.12    321.616619  1.103752    20.89   110.49  -161.72 0.88    0.481
105906  8.06    321.741178  81.742115   21.28   213.25  119.66  0.70    0.800
106003  5.75    322.033995  32.225137   22.41   134.05  79.39   0.65    0.333
106005  8.73    322.048472  10.610528   21.79   117.86  20.23   1.28    0.864
106006  7.99    322.050751  -21.725596  21.14   41.58   -271.22 1.06    0.697
106072  10.87   322.276740  19.484727   23.38   -210.77 -161.97 1.86    1.305
106130  11.56   322.465084  -55.016979  20.99   91.78   -32.73  4.82    1.380
106204  10.67   322.676898  -24.168336  22.86   -240.47 -115.86 1.88    1.224
106218  10.66   322.712767  36.889268   20.60   299.15  143.78  1.98    1.030
106230  6.86    322.754990  59.418065   20.19   137.24  42.13   0.57    0.681
106296  9.55    322.935407  22.235753   21.33   -101.36 -27.79  1.46    0.831
106317  11.81   323.003074  -30.399451  22.32   146.66  -99.38  3.30    1.414
106335  9.72    323.048690  0.221634    20.26   415.31  27.96   2.00    0.954
106438  7.65    323.378540  -27.890103  21.19   201.73  -65.31  0.95    0.656
106439  10.67   323.380671  -2.505755   22.92   175.47  -95.37  3.57    1.610
106510  10.70   323.587868  -7.746239   21.02   -27.68  67.87   2.46    1.150
106546  11.13   323.680334  -49.560863  23.24   182.70  -96.88  2.52    1.290
106560  8.12    323.714544  -49.792795  24.09   -581.50 -116.15 1.10    0.622
106701  8.03    324.198168  -30.724625  20.20   110.78  -24.23  1.14    0.699
106792  11.11   324.454612  -25.200170  20.58   208.00  -158.23 2.44    1.298
106868  8.39    324.669711  -18.691433  21.10   -38.03  -268.89 1.28    0.641
106882  8.91    324.734049  80.677503   23.72   144.57  160.12  0.75    0.867
106907  6.28    324.775275  -33.678752  22.16   71.63   -42.75  0.81    0.949
106931  8.07    324.836796  -37.140885  24.81   129.30  -65.98  1.03    0.684
106942  6.66    324.880794  -0.051141   23.13   237.72  12.68   1.45    0.514
106985  3.69    325.022259  -16.662253  23.48   187.39  -22.33  1.10    0.320
107010  7.43    325.096408  -71.503201  20.10   387.46  -54.37  0.71    0.536
107020  8.54    325.115121  -2.017308   24.66   221.24  -111.83 1.20    0.672
107042  11.35   325.180650  -31.254911  20.79   238.27  -126.20 2.68    1.231
107068  10.74   325.270299  -18.739573  20.01   -194.91 -118.96 3.17    1.105
107175  10.94   325.637313  17.842581   22.13   264.96  -109.69 1.93    1.189
107246  7.85    325.826544  12.518534   20.97   73.97   -75.04  1.22    0.654
107295  9.22    325.988650  -46.613619  21.68   -29.94  15.69   1.36    0.831
107299  6.49    325.996486  -57.325119  23.05   -116.86 -52.55  0.77    0.484
107300  6.86    326.002083  -57.282925  23.30   -113.96 -53.24  0.81    0.477
107314  9.48    326.042589  25.332884   22.39   -359.01 -506.62 1.41    0.781
107339  6.61    326.105945  46.862772   20.90   -11.75  23.78   0.64    0.413
107345  11.72   326.125303  -60.977244  23.66   41.20   -91.61  2.85    1.400
107476  11.25   326.535735  -54.312826  20.79   148.12  99.08   2.88    1.310
107587  10.16   326.860010  6.604603    22.72   210.38  106.25  1.98    1.055
107614  8.58    326.946346  -63.924075  22.36   63.38   26.77   1.07    0.674
107618  8.06    326.959959  -16.079632  21.08   -224.19 -62.57  1.03    0.613
107665  8.72    327.130773  -78.433528  22.16   -137.68 119.98  0.88    0.819
107779  7.45    327.520364  -38.614291  20.39   139.01  -176.38 0.93    0.573
107806  7.89    327.598891  -58.304824  24.46   49.87   -93.85  1.02    0.726
107821  7.97    327.651053  28.767224   20.27   -49.55  -19.43  0.97    0.737
107947  7.22    328.040292  -62.052141  22.18   43.57   -91.84  0.80    0.510
107958  8.24    328.080546  39.801712   24.95   436.77  6.09    1.05    0.720
108041  8.70    328.335208  -73.725262  20.75   141.82  -109.30 0.96    0.746
108174  6.92    328.748302  53.935391   20.80   149.44  87.03   0.58    0.486
108193  8.96    328.794643  -69.020010  21.48   -157.54 -249.50 1.10    0.670
108195  5.92    328.797246  -61.886388  21.49   43.53   -90.56  0.67    0.393
108228  7.72    328.880923  10.880419   22.51   -97.31  -140.76 1.76    0.640
108271  10.89   329.022260  55.710322   23.33   -26.93  -207.62 1.61    1.700
108375  7.47    329.332387  -37.763335  22.73   101.45  -117.99 1.01    0.568
108419  11.70   329.459706  -17.784901  24.09   -101.48 -329.34 3.09    1.393
108473  6.95    329.619006  3.777240    23.68   -248.23 -133.05 1.05    0.577
108504  10.65   329.720972  -31.081881  22.67   -218.27 -208.21 1.86    0.945
